,penalty_player_name,penalty_player_id,season,penalty_team,penalty
0,A.Abdullah,00-0032104,2019,MIN,1
1,A.Abdullah,00-0032104,2022,LV,1
2,A.Abdullah,00-0032104,2023,LV,1
3,A.Abdullah,00-0032104,2024,LV,1
4,A.Adams,00-0032637,2018,TB,4
5,A.Adams,00-0032637,2019,TB,4
6,A.Adams,00-0032637,2020,TB,1
7,A.Adams,00-0032637,2021,TB,4
8,A.Adebawore,00-0039031,2023,IND,1
9,A.Adebawore,00-0039031,2024,IND,1
10,A.Adebawore,00-0039031,2025,IND,3
11,A.Al-Shaair,00-0035166,2019,SF,1
12,A.Al-Shaair,00-0035166,2021,SF,1
13,A.Al-Shaair,00-0035166,2022,SF,1
14,A.Al-Shaair,00-0035166,2023,TEN,4
15,A.Al-Shaair,00-0035166,2024,HOU,3
16,A.Al-Shaair,00-0035166,2025,HOU,2
17,A.Alexander,00-0034840,2018,WAS,2
18,A.Allen,00-0029553,2016,NYJ,1
19,A.Alufohai,00-0036065,2020,HOU,1
20,A.Amos,00-0031584,2016,CHI,1
21,A.Amos,00-0031584,2018,CHI,2
22,A.Amos,00-0031584,2020,GB,2
23,A.Amos,00-0031584,2021,GB,2
24,A.Amos,00-0031584,2022,GB,3
25,A.Anderson,00-0034587,2022,ATL,2
26,A.Anderson,00-0037428,2024,BUF,4
27,A.Anderson,00-0037428,2025,BUF,3
28,A.Andrews,00-0030789,2016,TEN,1
29,A.Anzalone,00-0033914,2017,NO,1
30,A.Anzalone,00-0033914,2018,NO,1
31,A.Anzalone,00-0033914,2020,NO,3
32,A.Anzalone,00-0033914,2021,DET,1
33,A.Anzalone,00-0033914,2022,DET,2
34,A.Anzalone,00-0033914,2023,DET,5
35,A.Anzalone,00-0033914,2024,DET,2
36,A.Anzalone,00-0033914,2025,DET,2
37,A.Arcuri,00-0037845,2024,LA,1
38,A.Armah,00-0033296,2017,CAR,1
39,A.Armah,00-0033296,2019,CAR,3
40,A.Armstead,00-0032164,2017,SF,1
41,A.Armstead,00-0032164,2018,SF,3
42,A.Armstead,00-0032164,2019,SF,1
43,A.Armstead,00-0032164,2020,SF,3
44,A.Armstead,00-0032164,2021,SF,4
45,A.Armstead,00-0032164,2023,SF,3
46,A.Armstead,00-0032164,2024,JAX,2
47,A.Auclair,00-0033421,2017,TB,2
48,A.Auclair,00-0033421,2018,TB,7
49,A.Auclair,00-0033421,2019,TB,2
50,A.Auclair,00-0033421,2021,HOU,1
51,A.Austin,00-0038646,2023,NE,2
52,A.Austin,00-0038646,2024,NE,1
53,A.Austin,00-0038646,2025,NE,2
54,A.Averett,00-0034265,2019,BAL,1
55,A.Averett,00-0034265,2020,BAL,2
56,A.Averett,00-0034265,2021,BAL,3
57,A.Ayers,00-0027977,2016,IND,1
58,A.Ayers,00-0027977,2017,NYG,1
59,A.Bachman,00-0035602,2025,LV,1
60,A.Bailey,00-0028024,2017,KC,1
61,A.Bailey,00-0028024,2019,ATL,1
62,A.Bailey,00-0030207,2016,CLE,2
63,A.Banks,00-0036551,2022,SF,3
64,A.Banks,00-0036551,2023,SF,6
65,A.Banks,00-0036551,2024,SF,4
66,A.Banks,00-0036551,2025,GB,5
67,A.Barbre,00-0025506,2016,PHI,5
68,A.Barbre,00-0025506,2017,DEN,6
69,A.Barner,00-0039793,2024,SEA,4
70,A.Barner,00-0039793,2025,SEA,4
71,A.Barnes,00-0032552,2016,DET,1
72,A.Barno,00-0037043,2023,CAR,1
73,A.Barr,00-0031256,2016,MIN,1
74,A.Barr,00-0031256,2017,MIN,4
75,A.Barr,00-0031256,2018,MIN,2
76,A.Barr,00-0031256,2019,MIN,2
77,A.Barr,00-0031256,2022,DAL,2
78,A.Bars,00-0035061,2020,CHI,2
79,A.Bars,00-0035061,2022,LV,2
80,A.Beck,00-0034959,2019,DEN,3
81,A.Beck,00-0034959,2022,DEN,2
82,A.Beck,00-0034959,2023,HOU,4
83,A.Belton,00-0040726,2025,GB,2
84,A.Benn,00-0027654,2016,JAX,2
85,A.Benn,00-0027654,2017,JAX,3
86,A.Bethea,00-0024421,2016,SF,1
87,A.Bethea,00-0024421,2017,ARI,2
88,A.Bethea,00-0024421,2018,ARI,4
89,A.Bethea,00-0024421,2019,NYG,1
90,A.Billings,00-0033066,2017,CIN,2
91,A.Billings,00-0033066,2018,CIN,1
92,A.Billings,00-0033066,2019,CIN,2
93,A.Billings,00-0033066,2022,LV,2
94,A.Billings,00-0033066,2023,CHI,3
95,A.Billings,00-0033066,2024,CHI,1
96,A.Billings,00-0033066,2025,CHI,5
97,A.Bisnowaty,00-0033965,2017,NYG,2
98,A.Blackson,00-0032107,2016,TEN,1
99,A.Blackson,00-0032107,2017,HOU,1
100,A.Blackson,00-0032107,2019,HOU,2
101,A.Blackson,00-0032107,2020,ARI,1
102,A.Blackson,00-0032107,2021,CHI,1
103,A.Blackson,00-0032107,2023,JAX,1
104,A.Blake,00-0029050,2016,TEN,4
105,A.Blythe,00-0032455,2017,LA,1
106,A.Blythe,00-0032455,2018,LA,1
107,A.Blythe,00-0032455,2019,LA,3
108,A.Blythe,00-0032455,2020,LA,1
109,A.Blythe,00-0032455,2022,SEA,4
110,A.Boldin,00-0022084,2016,DET,8
111,A.Booker,00-0039840,2024,CHI,1
112,A.Booker,00-0039840,2025,CHI,4
113,A.Boone,00-0026762,2016,MIN,4
114,A.Boone,00-0026762,2017,ARI,2
115,A.Booth,00-0038130,2022,MIN,1
116,A.Booth,00-0038130,2024,DAL,2
117,A.Borregales,00-0040200,2025,NE,2
118,A.Bouye,00-0030228,2016,HOU,10
119,A.Bouye,00-0030228,2017,JAX,7
120,A.Bouye,00-0030228,2018,JAX,4
121,A.Bouye,00-0030228,2019,JAX,3
122,A.Bouye,00-0030228,2020,DEN,2
123,A.Bradford,00-0039020,2023,SEA,2
124,A.Bradford,00-0039020,2024,SEA,9
125,A.Bradford,00-0039020,2025,SEA,5
126,A.Branch,00-0025420,2016,NE,2
127,A.Branch,00-0025420,2017,NE,1
128,A.Branch,00-0029600,2016,MIA,5
129,A.Branch,00-0029600,2017,MIA,2
130,A.Branch,00-0029600,2018,MIA,4
131,A.Brewer,00-0028946,2019,ARI,1
132,A.Brewer,00-0028946,2024,ARI,1
133,A.Brewer,00-0036171,2020,TEN,1
134,A.Brewer,00-0036171,2021,TEN,3
135,A.Brewer,00-0036171,2022,TEN,6
136,A.Brewer,00-0036171,2023,TEN,3
137,A.Brewer,00-0036171,2024,MIA,6
138,A.Brewer,00-0036171,2025,MIA,5
139,A.Brooks,00-0024495,2016,SF,6
140,A.Brooks,00-0024495,2017,GB,4
141,A.Brown,00-0027793,2016,PIT,5
142,A.Brown,00-0027793,2017,PIT,7
143,A.Brown,00-0027793,2018,PIT,3
144,A.Brown,00-0027793,2021,TB,2
145,A.Brown,00-0030458,2016,JAX,1
146,A.Brown,00-0030458,2016,NYJ,1
147,A.Brown,00-0033047,2016,DAL,3
148,A.Brown,00-0033047,2017,DAL,8
149,A.Brown,00-0033047,2018,DAL,3
150,A.Brown,00-0033047,2019,DAL,3
151,A.Brown,00-0033047,2020,DAL,1
152,A.Brown,00-0033047,2021,DAL,5
153,A.Brown,00-0033047,2022,DAL,2
154,A.Brown,00-0034394,2019,CIN,3
155,A.Brown,00-0035676,2019,TEN,2
156,A.Brown,00-0035676,2020,TEN,2
157,A.Brown,00-0035676,2021,TEN,2
158,A.Brown,00-0035676,2022,PHI,2
159,A.Brown,00-0035676,2023,PHI,2
160,A.Brown,00-0035676,2024,PHI,3
161,A.Brown,00-0035676,2025,PHI,7
162,A.Bryant,00-0030553,2016,DET,1
163,A.Bryant,00-0035531,2020,DET,4
164,A.Bryant,00-0035531,2021,DET,1
165,A.Bryant,00-0035531,2022,DET,1
166,A.Burbridge,00-0032441,2016,SF,3
167,A.Burns,00-0033103,2016,PIT,12
168,A.Burns,00-0033103,2017,PIT,8
169,A.Burns,00-0033103,2018,PIT,6
170,A.Burns,00-0033103,2019,PIT,3
171,A.Burns,00-0033103,2021,CHI,2
172,A.Burns,00-0033103,2023,SEA,1
173,A.Burns,00-0033103,2024,SEA,1
174,A.Butler,00-0033381,2017,NE,1
175,A.Butler,00-0033381,2018,NE,1
176,A.Butler,00-0033381,2019,NE,1
177,A.Butler,00-0033381,2020,NE,3
178,A.Butler,00-0033381,2024,LV,2
179,A.Butler,00-0033381,2025,LV,3
180,A.Calitro,00-0033452,2018,SEA,1
181,A.Calitro,00-0033452,2019,JAX,2
182,A.Calitro,00-0033452,2020,DEN,1
183,A.Calitro,00-0033452,2022,NYG,1
184,A.Callaway,00-0034772,2018,CLE,3
185,A.Callaway,00-0034772,2019,CLE,2
186,A.Cann,00-0032255,2016,JAX,4
187,A.Cann,00-0032255,2017,JAX,3
188,A.Cann,00-0032255,2018,JAX,2
189,A.Cann,00-0032255,2019,JAX,2
190,A.Cann,00-0032255,2020,JAX,4
191,A.Cann,00-0032255,2022,HOU,1
192,A.Cappa,00-0034678,2019,TB,3
193,A.Cappa,00-0034678,2020,TB,1
194,A.Cappa,00-0034678,2022,CIN,2
195,A.Cappa,00-0034678,2023,CIN,4
196,A.Cappa,00-0034678,2024,CIN,1
197,A.Cappa,00-0034678,2025,LV,3
198,A.Carlson,00-0038402,2024,SF,1
199,A.Carr,00-0033382,2020,NO,1
200,A.Carter,00-0038801,2024,LV,1
201,A.Carter,00-0040677,2025,NYG,5
202,A.Castonzo,00-0027960,2016,IND,4
203,A.Castonzo,00-0027960,2017,IND,4
204,A.Castonzo,00-0027960,2018,IND,4
205,A.Castonzo,00-0027960,2019,IND,2
206,A.Castonzo,00-0027960,2020,IND,2
207,A.Chachere,00-0034623,2021,PHI,2
208,A.Chickillo,00-0031956,2016,PIT,1
209,A.Chickillo,00-0031956,2017,PIT,1
210,A.Cisco,00-0036941,2021,JAX,1
211,A.Cisco,00-0036941,2022,JAX,2
212,A.Cisco,00-0036941,2023,JAX,2
213,A.Cisco,00-0036941,2024,JAX,1
214,A.Clark,00-0040045,2025,DAL,2
215,A.Clayborn,00-0027958,2016,ATL,1
216,A.Clayborn,00-0027958,2017,ATL,4
217,A.Clayborn,00-0027958,2018,NE,1
218,A.Clayborn,00-0027958,2019,ATL,2
219,A.Colbert,00-0033302,2020,NYG,2
220,A.Cole,00-0029578,2016,MIN,1
221,A.Cole,00-0035190,2019,LV,1
222,A.Cole,00-0035190,2025,LV,1
223,A.Collins,00-0032426,2017,BAL,2
224,A.Collins,00-0032426,2018,BAL,1
225,A.Collins,00-0032426,2021,SEA,1
226,A.Collins,00-0040721,2025,SF,1
227,A.Colvin,00-0031259,2017,JAX,2
228,A.Colvin,00-0031259,2018,HOU,2
229,A.Cooper,00-0031544,2016,LV,3
230,A.Cooper,00-0031544,2017,LV,2
231,A.Cooper,00-0031544,2019,DAL,4
232,A.Cooper,00-0031544,2020,DAL,2
233,A.Cooper,00-0031544,2021,DAL,1
234,A.Cooper,00-0031544,2022,CLE,5
235,A.Cooper,00-0031544,2023,CLE,1
236,A.Cooper,00-0031544,2024,BUF,2
237,A.Cooper,00-0031544,2024,CLE,3
238,A.Corbett,00-0034261,2019,LA,4
239,A.Corbett,00-0034261,2020,LA,5
240,A.Corbett,00-0034261,2021,LA,3
241,A.Corbett,00-0034261,2022,CAR,2
242,A.Corbett,00-0034261,2023,CAR,1
243,A.Corbett,00-0034261,2024,CAR,1
244,A.Corbett,00-0034261,2025,CAR,1
245,A.Cromartie,00-0024234,2016,IND,3
246,A.Cross,00-0032745,2017,TB,1
247,A.Cutting,00-0035709,2020,MIN,1
248,A.Dalton,00-0027973,2016,CIN,3
249,A.Dalton,00-0027973,2017,CIN,3
250,A.Dalton,00-0027973,2019,CIN,3
251,A.Dalton,00-0027973,2020,DAL,1
252,A.Dalton,00-0027973,2022,NO,2
253,A.Darboh,00-0033937,2017,SEA,1
254,A.Davis,00-0036329,2020,NYJ,1
255,A.Davis,00-0036329,2022,NYJ,1
256,A.Davis,00-0036329,2024,NYJ,1
257,A.Davis-Gaither,00-0036298,2020,CIN,2
258,A.Davis-Gaither,00-0036298,2022,CIN,1
259,A.Davis-Gaither,00-0036298,2023,CIN,1
260,A.Davis-Gaither,00-0036298,2024,CIN,3
261,A.Davis-Gaither,00-0036298,2025,ARI,2
262,A.DePaola,00-0029714,2017,CHI,1
263,A.Deculus,00-0037302,2022,HOU,1
264,A.Deculus,00-0037302,2025,LAC,5
265,A.Dent,00-0028029,2016,HOU,1
266,A.Derby,00-0031609,2016,DEN,1
267,A.Derby,00-0031609,2016,NE,1
268,A.Derby,00-0031609,2017,DEN,2
269,A.Dillard,00-0035233,2019,PHI,1
270,A.Dillard,00-0035233,2021,PHI,3
271,A.Dillard,00-0035233,2023,TEN,4
272,A.Dillon,00-0036265,2021,GB,2
273,A.Donald,00-0031388,2016,LA,6
274,A.Donald,00-0031388,2017,LA,4
275,A.Donald,00-0031388,2018,LA,3
276,A.Donald,00-0031388,2019,LA,3
277,A.Donald,00-0031388,2020,LA,3
278,A.Donald,00-0031388,2021,LA,3
279,A.Donald,00-0031388,2022,LA,2
280,A.Donald,00-0031388,2023,LA,2
281,A.Donnal,00-0032246,2016,LA,3
282,A.Dowell,00-0035412,2021,NO,1
283,A.Dowell,00-0035412,2022,NO,1
284,A.Dulin,00-0035021,2019,IND,1
285,A.Dulin,00-0035021,2024,IND,4
286,A.Dulin,00-0035021,2025,IND,2
287,A.East,00-0031994,2018,WAS,1
288,A.Ebiketie,00-0038116,2022,ATL,1
289,A.Ebiketie,00-0038116,2024,ATL,2
290,A.Ekeler,00-0033699,2025,WAS,1
291,A.Ellis,00-0032864,2016,JAX,4
292,A.Epenesa,00-0036192,2020,BUF,2
293,A.Epenesa,00-0036192,2021,BUF,3
294,A.Epenesa,00-0036192,2023,BUF,1
295,A.Epenesa,00-0036192,2024,BUF,3
296,A.Epenesa,00-0036192,2025,BUF,4
297,A.Erickson,00-0032543,2023,LAC,1
298,A.Ersery,00-0040745,2025,HOU,9
299,A.Evans,00-0038101,2022,MIN,1
300,A.Evans,00-0038101,2023,MIN,3
301,A.Evans,00-0038101,2024,MIN,1
302,A.Evans,00-0038101,2025,CAR,1
303,A.Exum,00-0031267,2018,SF,4
304,A.Fasano,00-0024268,2016,TEN,3
305,A.Fasano,00-0024268,2017,MIA,2
306,A.Finley,00-0038866,2024,LAC,2
307,A.Firkser,00-0033455,2019,TEN,1
308,A.Firkser,00-0033455,2021,TEN,4
309,A.Forsyth,00-0038649,2025,DEN,1
310,A.Francis,00-0029972,2017,WAS,2
311,A.Gachkar,00-0028172,2017,CAR,1
312,A.Gainer,00-0039539,2024,LV,3
313,A.Gandy-Golden,00-0036340,2021,WAS,1
314,A.Gardner,00-0037190,2022,NYJ,2
315,A.Gardner,00-0037190,2023,NYJ,5
316,A.Gardner,00-0037190,2024,NYJ,9
317,A.Gardner,00-0037190,2025,IND,1
318,A.Gardner,00-0037190,2025,NYJ,3
319,A.Gates,00-0021547,2016,LAC,2
320,A.Gates,00-0021547,2017,LAC,1
321,A.Gates,00-0021547,2018,LAC,2
322,A.Gibson,00-0036328,2021,WAS,1
323,A.Gibson,00-0036328,2023,WAS,1
324,A.Gilman,00-0036380,2020,LAC,2
325,A.Gilman,00-0036380,2021,LAC,1
326,A.Gilman,00-0036380,2023,LAC,2
327,A.Gilman,00-0036380,2024,LAC,3
328,A.Gilman,00-0036380,2025,BAL,2
329,A.Gilman,00-0036380,2025,LAC,1
330,A.Glanton,00-0031120,2016,TB,2
331,A.Glanton,00-0031120,2017,TB,1
332,A.Gotsis,00-0033064,2017,DEN,1
333,A.Gotsis,00-0033064,2018,DEN,1
334,A.Gotsis,00-0033064,2020,JAX,2
335,A.Gotsis,00-0033064,2021,JAX,1
336,A.Gotsis,00-0033064,2022,JAX,1
337,A.Gotsis,00-0033064,2023,JAX,2
338,A.Gotsis,00-0033064,2024,IND,1
339,A.Green,00-0027942,2016,CIN,3
340,A.Green,00-0027942,2017,CIN,4
341,A.Green,00-0027942,2020,CIN,2
342,A.Green,00-0027942,2021,ARI,5
343,A.Green,00-0027942,2022,ARI,3
344,A.Green,00-0036114,2021,CLE,1
345,A.Green,00-0036114,2022,CLE,1
346,A.Grier,00-0039587,2024,TB,2
347,A.Hambright,00-0036317,2020,CHI,1
348,A.Hamilton,00-0032933,2016,LV,1
349,A.Hamilton,00-0032933,2017,LV,1
350,A.Hamilton,00-0032933,2018,NYG,2
351,A.Hamilton,00-0032933,2019,NYG,1
352,A.Hamilton,00-0032933,2020,KC,2
353,A.Hamilton,00-0032933,2021,ARI,3
354,A.Hamilton,00-0032933,2022,ARI,1
355,A.Hamilton,00-0032933,2023,ARI,7
356,A.Hamilton,00-0032933,2025,WAS,1
357,A.Harris,00-0031799,2016,MIN,1
358,A.Harris,00-0031799,2019,MIN,3
359,A.Harris,00-0031799,2021,PHI,2
360,A.Harrison,00-0038934,2023,JAX,5
361,A.Harrison,00-0038934,2024,JAX,4
362,A.Harrison,00-0038934,2025,JAX,6
363,A.Hawkins,00-0027918,2016,CLE,1
364,A.Hicks,00-0029657,2016,CHI,7
365,A.Hicks,00-0029657,2017,CHI,4
366,A.Hicks,00-0029657,2018,CHI,3
367,A.Hicks,00-0029657,2019,CHI,1
368,A.Hicks,00-0029657,2020,CHI,9
369,A.Hicks,00-0029657,2021,CHI,1
370,A.Hicks,00-0029657,2022,TB,3
371,A.Highsmith,00-0036333,2020,PIT,2
372,A.Highsmith,00-0036333,2021,PIT,5
373,A.Highsmith,00-0036333,2022,PIT,1
374,A.Highsmith,00-0036333,2023,PIT,2
375,A.Highsmith,00-0036333,2024,PIT,7
376,A.Highsmith,00-0036333,2025,PIT,3
377,A.Hitchens,00-0031348,2016,DAL,3
378,A.Hitchens,00-0031348,2017,DAL,1
379,A.Hitchens,00-0031348,2018,KC,3
380,A.Hitchens,00-0031348,2019,KC,2
381,A.Hitchens,00-0031348,2020,KC,2
382,A.Hitchens,00-0031348,2021,KC,4
383,A.Holder,00-0034948,2020,DEN,3
384,A.Holmes,00-0028263,2016,LV,1
385,A.Holmes,00-0028263,2017,BUF,2
386,A.Holmes,00-0028263,2018,BUF,2
387,A.Hooker,00-0035632,2020,TEN,4
388,A.Hooker,00-0035632,2021,TEN,1
389,A.Hooker,00-0035632,2022,TEN,2
390,A.Hooker,00-0035632,2024,TEN,2
391,A.Hooker,00-0035632,2025,TEN,1
392,A.Hooper,00-0032392,2016,ATL,2
393,A.Hooper,00-0032392,2017,ATL,6
394,A.Hooper,00-0032392,2018,ATL,3
395,A.Hooper,00-0032392,2019,ATL,3
396,A.Hooper,00-0032392,2020,CLE,2
397,A.Hooper,00-0032392,2021,CLE,1
398,A.Hooper,00-0032392,2022,TEN,3
399,A.Hooper,00-0032392,2023,LV,1
400,A.Hooper,00-0032392,2025,NE,2
401,A.Howard,00-0027297,2016,LV,2
402,A.Howard,00-0027297,2017,BAL,3
403,A.Howard,00-0027297,2018,WAS,1
404,A.Humphries,00-0032009,2016,TB,1
405,A.Humphries,00-0032009,2021,WAS,1
406,A.Hunt,00-0031743,2016,HOU,1
407,A.Hunt,00-0031743,2017,KC,1
408,A.Huntington,00-0040255,2025,CLE,1
409,A.Hurns,00-0030821,2016,JAX,1
410,A.Hurns,00-0030821,2017,JAX,1
411,A.Hurns,00-0030821,2018,DAL,1
412,A.Hutchinson,00-0037236,2022,DET,1
413,A.Hutchinson,00-0037236,2023,DET,2
414,A.Hutchinson,00-0037236,2024,DET,1
415,A.Hutchinson,00-0037236,2025,DET,5
416,A.Ingold,00-0035125,2019,LV,1
417,A.Ingold,00-0035125,2021,LV,1
418,A.Ingold,00-0035125,2022,MIA,1
419,A.Ingold,00-0035125,2023,MIA,1
420,A.Ingold,00-0035125,2024,MIA,3
421,A.Ingold,00-0035125,2025,MIA,1
422,A.Iosivas,00-0038619,2024,CIN,3
423,A.Iosivas,00-0038619,2025,CIN,1
424,A.Isabella,00-0035527,2022,ARI,1
425,A.Jackson,00-0029294,2016,DET,1
426,A.Jackson,00-0029294,2017,SF,2
427,A.Jackson,00-0033878,2017,TEN,7
428,A.Jackson,00-0033878,2018,TEN,2
429,A.Jackson,00-0033878,2019,TEN,3
430,A.Jackson,00-0033878,2020,TEN,1
431,A.Jackson,00-0033878,2022,NYG,3
432,A.Jackson,00-0033878,2023,NYG,3
433,A.Jackson,00-0033878,2024,NYG,3
434,A.Jackson,00-0033878,2025,PHI,1
435,A.Jackson,00-0036248,2020,MIA,2
436,A.Jackson,00-0036248,2021,MIA,13
437,A.Jackson,00-0036248,2023,MIA,7
438,A.Jackson,00-0036248,2024,MIA,4
439,A.Jackson,00-0036248,2025,MIA,3
440,A.Jackson,00-0036603,2022,LA,1
441,A.Jackson,00-0036603,2023,LA,3
442,A.Jackson,00-0036603,2024,LA,7
443,A.Jackson,00-0036603,2025,LA,4
444,A.James,00-0035127,2021,LV,6
445,A.James,00-0035127,2022,LV,3
446,A.James,00-0035127,2023,LV,2
447,A.James,00-0035127,2024,LV,2
448,A.Janovich,00-0032956,2017,DEN,1
449,A.Janovich,00-0032956,2018,DEN,5
450,A.Janovich,00-0032956,2019,DEN,1
451,A.Jeanty,00-0040122,2025,LV,1
452,A.Jeffery,00-0029137,2016,CHI,3
453,A.Jeffery,00-0029137,2017,PHI,5
454,A.Jeffery,00-0029137,2018,PHI,3
455,A.Jeffery,00-0029137,2019,PHI,1
456,A.Jeffery,00-0029137,2020,PHI,1
457,A.Jennings,00-0036193,2020,NE,1
458,A.Jennings,00-0036193,2023,NE,2
459,A.Jennings,00-0036193,2024,NE,2
460,A.Johnson,00-0022044,2016,TEN,1
461,A.Johnson,00-0029729,2016,TB,1
462,A.Johnson,00-0032763,2020,NYG,1
463,A.Johnson,00-0032763,2022,LAC,1
464,A.Johnson,00-0032763,2023,LAC,2
465,A.Johnson,00-0034887,2019,DEN,1
466,A.Johnson,00-0034887,2020,DEN,3
467,A.Johnson,00-0038411,2023,GB,2
468,A.Johnson,00-0038596,2023,JAX,1
469,A.Johnson,00-0038596,2024,JAX,3
470,A.Jones,00-0023441,2016,CIN,7
471,A.Jones,00-0023441,2017,CIN,4
472,A.Jones,00-0023441,2018,DEN,1
473,A.Jones,00-0027756,2016,IND,1
474,A.Jones,00-0029946,2017,JAX,1
475,A.Jones,00-0029946,2018,JAX,1
476,A.Jones,00-0029946,2019,JAX,1
477,A.Jones,00-0032707,2018,DET,1
478,A.Jones,00-0033293,2018,GB,2
479,A.Jones,00-0033293,2024,MIN,1
480,A.Kamara,00-0033906,2018,NO,2
481,A.Kamara,00-0033906,2019,NO,1
482,A.Kamara,00-0033906,2020,NO,1
483,A.Kamara,00-0033906,2021,NO,1
484,A.Kamara,00-0036137,2021,DAL,1
485,A.Kendall,00-0038848,2023,TEN,2
486,A.Key,00-0034825,2018,LV,4
487,A.Key,00-0034825,2019,LV,1
488,A.Key,00-0034825,2020,LV,5
489,A.Key,00-0034825,2021,SF,5
490,A.Key,00-0034825,2022,JAX,1
491,A.Key,00-0034825,2023,TEN,4
492,A.Key,00-0034825,2024,TEN,6
493,A.Key,00-0034825,2025,TEN,3
494,A.King,00-0031630,2018,SEA,3
495,A.Klein,00-0030463,2016,CAR,2
496,A.Klein,00-0030463,2017,NO,2
497,A.Klein,00-0030463,2019,NO,1
498,A.Klein,00-0030463,2020,BUF,2
499,A.Klein,00-0030463,2021,BUF,1
500,A.Klein,00-0030463,2022,BAL,1
501,A.Kouandjio,00-0031942,2017,WAS,4
502,A.Lanier,00-0032369,2017,WAS,1
503,A.Lazard,00-0034521,2019,GB,4
504,A.Lazard,00-0034521,2021,GB,3
505,A.Lazard,00-0034521,2022,GB,4
506,A.Lazard,00-0034521,2023,NYJ,5
507,A.Lazard,00-0034521,2024,NYJ,5
508,A.Lazard,00-0034521,2025,NYJ,1
509,A.Leatherwood,00-0036892,2021,LV,13
510,A.Lee,00-0022824,2016,CAR,1
511,A.Levine,00-0027539,2016,BAL,3
512,A.Levine,00-0027539,2019,BAL,3
513,A.Levine,00-0027539,2020,BAL,3
514,A.Levine,00-0027539,2021,BAL,1
515,A.Levine Sr.,00-0027539,2017,BAL,2
516,A.Levine Sr.,00-0027539,2018,BAL,3
517,A.Levine Sr.,00-0027539,2019,BAL,3
518,A.Levitre,00-0027027,2016,ATL,6
519,A.Levitre,00-0027027,2017,ATL,5
520,A.Lewis,00-0032407,2016,BAL,4
521,A.Lewis,00-0032407,2018,BAL,4
522,A.Lewis,00-0032407,2019,NYJ,6
523,A.Lewis,00-0032407,2020,NYJ,2
524,A.Lucas,00-0037812,2022,SEA,7
525,A.Lucas,00-0037812,2024,SEA,4
526,A.Lucas,00-0037812,2025,SEA,4
527,A.Luck,00-0029668,2016,IND,5
528,A.Luck,00-0029668,2018,IND,2
529,A.Lynch,00-0030993,2017,SF,4
530,A.Lynch,00-0030993,2018,CHI,3
531,A.Lynch,00-0030993,2019,CHI,6
532,A.Lynch,00-0030993,2020,JAX,2
533,A.Mack,00-0026997,2016,ATL,4
534,A.Mack,00-0026997,2017,ATL,1
535,A.Mack,00-0026997,2018,ATL,3
536,A.Mack,00-0026997,2019,ATL,7
537,A.Mack,00-0026997,2020,ATL,2
538,A.Mack,00-0026997,2021,SF,2
539,A.Maddox,00-0034377,2018,PHI,3
540,A.Maddox,00-0034377,2019,PHI,2
541,A.Maddox,00-0034377,2020,PHI,3
542,A.Maddox,00-0034377,2021,PHI,3
543,A.Maddox,00-0034377,2023,PHI,1
544,A.Maddox,00-0034377,2024,PHI,4
545,A.Maddox,00-0034377,2025,DET,1
546,A.Mafi,00-0038586,2023,NE,5
547,A.Mafi,00-0038586,2025,LV,2
548,A.Marpet,00-0032243,2016,TB,7
549,A.Marpet,00-0032243,2017,TB,3
550,A.Marpet,00-0032243,2018,TB,2
551,A.Marpet,00-0032243,2019,TB,4
552,A.Marpet,00-0032243,2020,TB,3
553,A.Marpet,00-0032243,2021,TB,3
554,A.Maulet,00-0033503,2017,NO,4
555,A.Maulet,00-0033503,2018,IND,1
556,A.Maulet,00-0033503,2019,NYJ,3
557,A.Maulet,00-0033503,2020,NYJ,3
558,A.Maulet,00-0033503,2022,PIT,1
559,A.Maulet,00-0033503,2023,BAL,3
560,A.Maulet,00-0033503,2025,DET,1
561,A.McClellan,00-0027560,2016,BAL,2
562,A.McClellan,00-0027560,2018,BAL,1
563,A.McClellan,00-0027560,2018,NE,1
564,A.McClellan,00-0027560,2019,NYJ,1
565,A.McNamara,00-0039634,2025,NYJ,2
566,A.McNeill,00-0036624,2024,DET,1
567,A.McNeill,00-0036624,2025,DET,2
568,A.Membou,00-0040123,2025,NYJ,8
569,A.Meyer,00-0039485,2025,MIA,1
570,A.Miller,00-0034353,2018,CHI,4
571,A.Miller,00-0034353,2019,CHI,3
572,A.Mims,00-0039925,2024,CIN,4
573,A.Mims,00-0039925,2025,CIN,3
574,A.Mitchell,00-0039890,2025,IND,1
575,A.Moore,00-0034594,2018,HOU,2
576,A.Moore,00-0034594,2021,HOU,1
577,A.Morris,00-0029141,2017,DAL,1
578,A.Morris,00-0029141,2018,SF,2
579,A.Morrison,00-0032406,2016,IND,1
580,A.Morrison,00-0032406,2017,IND,3
581,A.Morrison,00-0032406,2018,GB,1
582,A.Mosby,00-0037364,2024,GB,2
583,A.Mosby,00-0037364,2025,GB,2
584,A.Moss,00-0033574,2019,MIA,1
585,A.Muhammad,00-0033964,2018,IND,3
586,A.Muhammad,00-0033964,2020,IND,2
587,A.Muhammad,00-0033964,2021,IND,1
588,A.Muhammad,00-0033964,2024,DET,2
589,A.Myres,00-0035188,2020,DET,1
590,A.Nelson,00-0035254,2021,TB,3
591,A.Nelson,00-0035254,2022,TB,2
592,A.Nelson,00-0035254,2023,TB,1
